,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
2693,0.438,0.938,-5.611,0.094,0.00842,1.08e-06,0.806,0.584,160.212,61XspFITuKmAlYdQacNCbF,181493
2694,0.465,0.517,-6.189,0.0284,0.00854,0.0403,0.209,0.137,136.176,1TvNcWY7WwPLQINhimxycA,284373
2695,0.404,0.98,-4.038,0.107,0.000193,0.0,0.0742,0.433,177.793,4pImG3RdbaGfanzQOTFgyr,220200
2696,0.544,0.922,-3.222,0.0416,0.00107,6.29e-05,0.291,0.589,111.987,1WTbOb9bzd2Ym3xh0ZPzZ4,175173
2697,0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl,268360
2698,0.518,0.916,-3.858,0.0454,0.000148,0.0,0.291,0.646,109.864,2l57cfmCnOkwNX1tky02n1,238880
2699,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400
2700,0.49,0.679,-3.68,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,1hwJKpe0BPUsq6UUrwBWTw,261267
2701,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,5ZdzNVOmCSp5HFLk0EgvJS,193653
2702,0.544,0.905,-10.732,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,0cuq829zRNq4AEdmDJA4aw,256947
2703,0.549,0.981,-3.558,0.059,0.0178,1.8e-06,0.438,0.873,82.331,0C9jZPUv4SuaXkuEQw6L40,185307
2704,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,48UPSzbZjgc449aqz8bxox,329733
2705,0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,6GIrIt2M39wEGwjCQjGChX,206520
2706,0.527,0.834,-5.531,0.0447,0.00107,0.000102,0.0993,0.422,110.065,1hIupFeRu3nmMcjbjxPnMc,198333
2707,0.784,0.446,-10.131,0.405,0.313,3.07e-06,0.148,0.187,75.561,6wnHoCmuj9Y1y9l6mntke6,147000
2708,0.651,0.42,-11.002,0.666,0.291,0.0,0.236,0.382,135.61,5UR8A7RIFXUZdMTSTevaSp,205134
2709,0.644,0.507,-8.489,0.66,0.0361,0.0,0.0904,0.453,159.525,6Uto4Agjfc9awpcuDWKf1G,110564
2710,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,63T7DJ1AFDD6Bn8VzG6JE8,202267
2711,0.505,0.836,-7.384,0.101,0.0103,0.0771,0.295,0.764,159.669,1RJeiAIwR9pZBgJA8ndZLL,204480
2712,0.653,0.816,-6.373,0.0638,0.376,1.61e-06,0.0754,0.802,91.894,1XcUn5PE9d42zWamWgRG2x,226960
2713,0.732,0.594,-5.911,0.0693,0.00805,0.0301,0.0802,0.676,107.996,3V9cM3nCH2G66afoDi0snu,164587
2714,0.256,0.788,-5.263,0.0403,0.0298,0.0,0.707,0.429,80.718,6Bm6qUCSatPAqkQllFL7oA,228707
2715,0.376,0.185,-13.929,0.0315,0.921,2.54e-05,0.128,0.461,138.103,2AEebJOZYwJOt4IZ9BGZR6,330467
2716,0.553,0.314,-9.217,0.0396,0.306,0.000578,0.104,0.585,91.7,4NE3oWyUQI2b2NjyMyC8Bi,188187
2717,0.878,0.525,-6.832,0.0578,0.183,0.0,0.0714,0.694,112.022,1Cv1YLb4q0RzL6pybtaMLo,158571
2718,0.7,0.722,-3.558,0.0369,0.221,0.0,0.272,0.756,90.989,3tjFYV6RSFtuktYl3ZtYcq,140526
2719,0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,1A5V1sxyCLpKJezp75tUXn,274160
2720,0.578,0.901,-4.83,0.0649,0.000747,2.44e-05,0.16,0.203,122.017,0FdCFfb5xb7thJMaSjLFsH,193771
2721,0.444,0.697,-5.549,0.0281,0.0659,6.09e-05,0.37,0.36,142.971,5rnMgctZxjKDNdqrVqg7Bm,275493
2722,0.513,0.979,-6.362,0.0425,0.0195,0.0951,0.0906,0.94,152.875,12yHvSYFXI7PGzNecUvIDu,295466
2723,0.65,0.694,-11.812,0.032,0.471,0.00487,0.337,0.702,107.082,3lZgS0geHim2I6Kb7IhjaW,207053
2724,0.44,0.317,-8.967,0.0287,0.697,2.39e-06,0.105,0.268,129.491,7jQtwJnGFGnHNCu1GDZN7t,201040
2725,0.556,0.617,-10.063,0.0331,0.758,0.0,0.157,0.489,128.729,7qilLNLdlGyALqKVecG3Lt,302507
2726,0.623,0.773,-7.582,0.0347,0.0539,3.15e-05,0.0567,0.97,150.334,0Zqm1DYMWDQYfahtnC0Xvn,236600
2727,0.562,0.783,-7.377,0.0322,0.0797,0.00174,0.083,0.73,147.714,42pqNrGr0TZz5bzdCXt4sw,320933
2728,0.403,0.525,-9.287,0.0941,0.393,0.0,0.214,0.58,82.859,1CPmTJHyeVRWsc6Va27fpQ,226627
2729,0.424,0.446,-8.526,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,11FcfHd3SOmmrWJPGe7Y30,336733
2730,0.49,0.935,-6.16,0.193,0.507,0.00637,0.123,0.796,178.017,6qrC8gIgaE8fnz8L4qUvur,182640
2731,0.688,0.477,-11.945,0.029,0.38,4.93e-05,0.0864,0.897,132.071,1BvJmtaXsqtH438BcDPeBb,234667
2732,0.702,0.626,-8.448,0.0298,0.0744,2e-05,0.072,0.799,125.199,5wzEKaovqFK2LXKKzScukl,321933
2733,0.623,0.449,-13.333,0.0253,0.212,0.0,0.0613,0.572,84.383,5tVA6TkbaAH9QMITTQRrNv,256000
2734,0.714,0.937,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13,5EOoMWIB9iK4ZpcSex9Ec7,194147
2735,0.538,0.432,-11.882,0.0295,0.000185,0.309,0.139,0.116,110.181,5JGEAz15LkPoOtFHttDtVs,295520
2736,0.467,0.827,-6.858,0.0967,0.263,0.778,0.194,0.562,146.045,3zECldeBYO8lj8QZlUB2Be,210187
2737,0.51,0.893,-9.267,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,183Klch3PBWLz2S6zNUVxR,163467
2738,0.765,0.476,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,7gSQv1OHpkIoAdUiRLdmI6,178360
2739,0.557,0.761,-9.58,0.167,0.057,0.00109,0.567,0.666,156.442,3lrNq7iGL5r3KS93YiKAbC,209600
2740,0.425,0.675,-6.79,0.0409,0.433,4.51e-06,0.112,0.0671,84.156,5WZDLZVCvY1rEyNir6k8Pg,271612
2741,0.807,0.414,-8.903,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,7iAqvWLgZzXvH38lA06QZg,223080
2742,0.429,0.687,-7.706,0.0574,0.0586,0.0,0.358,0.52,88.264,0vzWVJoWUMTdPxUWhBdpYF,203280
2743,0.18,0.371,-9.033,0.0332,0.583,0.00217,0.116,0.0388,139.671,77X4MKKCVpGSHsaErgCLzT,314489
2744,0.285,0.423,-8.787,0.0294,0.239,0.0,0.181,0.312,71.993,39MfSQsJ5vI5b7XnBZVtyG,261613
2745,0.429,0.922,-6.649,0.0924,0.0235,0.00138,0.0954,0.439,120.361,7Dk2q3NMtkiHNAA4DuHIGF,133813
2746,0.362,0.86,-5.707,0.0891,0.0702,0.00615,0.347,0.318,89.305,2SrncRZtsCoteEYQQmhdDQ,249147
2747,0.398,0.834,-5.786,0.0472,0.0298,2.35e-06,0.385,0.389,92.376,59CsbfwLNCAUGbBQV3Tki4,241253
2748,0.382,0.698,-5.772,0.0321,0.337,0.0,0.126,0.277,78.5,4b0mX1GtrQLiUW9jpb6Xcx,212533
2749,0.331,0.183,-11.63,0.0287,0.936,9.07e-06,0.115,0.26,79.195,790YJcgHlN3SaosQCHlWzn,217400
2750,0.673,0.663,-7.29,0.0269,0.217,0.017,0.177,0.671,120.634,23l1kVpqMVREiwU1YAlcr4,285333
2751,0.559,0.473,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,4IRHwIZHzlHT1FQpRa5RdE,192827
2752,0.618,0.768,-9.881,0.32,0.0826,0.0,0.0907,0.62,186.599,2Ec0liSMY2h4XORHyzKCmY,682947
2753,0.277,0.768,-5.718,0.044,0.0884,0.000388,0.0874,0.17,141.049,1F34Gu9yLlQicDJ9Pud9Ua,361960
2754,0.684,0.677,-7.355,0.0401,0.11,0.00975,0.34,0.37,142.048,3uwYgNxFDfx1GoLB6tLoUn,204401
2755,0.7,0.664,-8.211,0.0394,0.306,1.89e-05,0.249,0.585,142.009,732E6ibFkQR5lNIPEeiEnx,223066
2756,0.588,0.856,-5.242,0.0316,0.000818,0.0739,0.238,0.635,96.966,2nG54Y4a3sH9YpfxMolOyi,175044
2757,0.785,0.623,-6.923,0.0403,0.0505,0.125,0.0539,0.711,100.991,0yzj6eBs5a6X6d3P5qaQ5J,216759
2758,0.687,0.89,-5.99,0.0344,0.00396,0.000939,0.0436,0.854,113.06,60dwJ8dnqZ4WrIdiu7LkNR,172232
2759,0.747,0.733,-5.724,0.0278,0.00997,0.0043,0.0703,0.775,117.973,1edgaGx2x2AQeWtL2OPEMW,212706
2760,0.674,0.535,-7.114,0.0518,0.0138,0.0,0.326,0.716,170.188,19kX6hSlYH31js2SL4jgrj,224398
2761,0.653,0.559,-6.758,0.0276,0.00983,0.000473,0.062,0.731,137.006,2jfyY5GIc7wsYVIrCnjblC,176325
2762,0.704,0.696,-6.48,0.0568,0.269,0.00029,0.326,0.577,141.955,2GkmE8BrD00ngyjs2PT9Fp,185438
2763,0.667,0.54,-7.301,0.0629,0.15,0.0184,0.218,0.0882,139.984,2OdfQjIJlomZFUBTEDKMre,226449
2764,0.632,0.65,-6.851,0.0797,0.158,2.39e-05,0.0724,0.397,82.58,2XPmTamsj7d9i3gzLCL4JI,245843
2765,0.615,0.811,-4.316,0.144,0.0188,0.0,0.196,0.808,167.995,5PEleSkK4p4E1sx3x7cOLt,166560
2766,0.64,0.427,-9.29,0.0241,0.0664,0.0,0.0579,0.529,149.703,3l3xTXsUXeWlkPqzMs7mPD,351467
2767,0.808,0.897,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,6PQ88X9TkUIAUIZJHW2upE,231041
2768,0.689,0.807,-7.916,0.091,0.0239,0.0,0.1,0.652,128.264,3SIOzJ9gb3WHwbDwTxgCQy,250826
2769,0.761,0.892,-5.354,0.133,0.178,4.19e-05,0.0712,0.935,127.04,5iJfzXKvQXlYOBtEQhEmpA,255173
2770,0.756,0.855,-3.529,0.0669,0.136,0.00028,0.302,0.811,99.02,1iUoWD9qE93GyoT80O5IKt,233173
2771,0.781,0.796,-6.95,0.111,0.0359,0.219,0.194,0.621,110.0,5YRIDSxRVa1ErAVmjJARcR,195667
2772,0.793,0.798,-6.519,0.108,0.0211,0.123,0.263,0.618,110.041,5tYv4eCpyoB0rGQobNOgDY,195663
2773,0.609,0.8,-5.102,0.0337,0.0992,0.00132,0.0887,0.192,126.031,12N23tQKmfGcEO0z8ObwtM,194332
2774,0.905,0.758,-11.348,0.175,0.00229,0.00152,0.11,0.598,127.593,0Q72qxEpECShDqqLIDu0sx,258080
2775,0.921,0.875,-7.789,0.182,0.000249,0.0155,0.0963,0.558,127.808,0KKyqbXC8D3u9yJnmPqtEt,257840
2776,0.622,0.711,-6.618,0.0542,0.0457,0.0,0.174,0.679,79.932,4CHLYbx8NB1LUn5WqT0SzV,195987
2777,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,2q4rjDy9WhaN3o9MvDbO21,193387
2778,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,03tqyYWC9Um2ZqU0ZN849H,263773
2779,0.952,0.29,-11.459,0.428,0.074,0.0,0.107,0.394,130.083,4N7i6RfJXMWfkx9Zr6pzkJ,163385
2780,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,0nbXyq5TXYPCO7pr3N8S4I,196653
2781,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,0ct6r3EGTcMLPtrXHDvVjc,176658
2782,0.668,0.857,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,16Of7eeW44kt0a1M0nitHM,215693
2783,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019,3cfOd4CMv2snFaKAnMdnvK,200373
2784,0.661,0.861,-5.841,0.0465,0.00374,1.15e-06,0.32,0.771,106.962,6vpQluFwjbt4ZEl8mw6swS,201960
2785,0.594,0.874,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964,7kMfu3KUydmrFVGEAhjtyl,196413
2786,0.645,0.921,-0.198,0.0805,0.0893,6.97e-06,0.533,0.392,126.028,2GFQfd3fji2pLxPYbS8XQl,205712
2787,0.851,0.629,-8.385,0.175,0.00705,0.000372,0.0746,0.789,125.984,6Rb0ptOEjBjPPQUlQtQGbL,237640
2788,0.65,0.943,-4.751,0.0692,0.0171,0.0,0.15,0.8,126.008,0nfS2TJUiMyHv0hBpcmmco,229880
2789,0.689,0.694,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,47BBI51FKFwOMlIiX6m8ya,213307
2790,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493
2791,0.531,0.766,-7.692,0.0582,0.0056,0.0,0.201,0.532,130.048,1rS3J4u1G8f6hbmTosa8Nf,179493
2792,0.927,0.367,-7.797,0.382,0.325,0.0,0.132,0.576,99.053,1ACZpHI5vZ5Ea4xGlkdGWM,328667
2793,0.471,0.396,-6.654,0.0336,0.77,0.0,0.0729,0.263,149.609,44V6EzbUSYgyfsNiP0FrlA,215507
2794,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,6L89mwZXSOwYl76YXfX13s,181533
2795,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,6nTiIhLmQ3FWhvrGafw2zj,176346
2796,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779,64yrDBpcdwEdNY9loyEGbX,321093
2797,0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,94.605,6ORqU0bHbVCRjXm9AjyHyZ,153467
2798,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,0MsrWnxQZxPAcov7c74sSo,493400
2799,0.312,0.949,-3.533,0.0784,0.00185,1.78e-05,0.0569,0.65,154.795,11I3KKHv7g2pXiuqRDabRA,326200
2800,0.634,0.551,-7.136,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,6VoIBz0VhCyz7OdEoRYDiA,258827
2801,0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,3mwvKOyMmG77zZRunnxp9E,159227
2802,0.457,0.618,-6.682,0.0296,0.00114,0.00257,0.0679,0.579,80.184,5WhtlIoxoZrMmuaWWEQhwV,305533
2803,0.295,0.94,-5.247,0.0449,0.00021,0.00106,0.276,0.58,186.186,4nzyOwogJuWn1s6QuGFZ6w,204293
2804,0.487,0.811,-7.223,0.0432,0.000408,3.83e-05,0.146,0.382,120.124,5vkkhwtKWnGkFu3tagE71D,204933
2805,0.59,0.828,-3.351,0.0462,0.0131,0.0,0.1,0.771,120.028,46UPxQScuRtw2jvE23vuYJ,165133
2806,0.732,0.791,-3.907,0.0352,0.0503,0.0,0.0726,0.798,150.05,0ziEwkjxotyN1Tobpnkb20,223223
2807,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,0DiWol3AO6WpXZgp0goxAV,320357
2808,0.649,0.76,-6.487,0.0574,0.114,0.0,0.317,0.843,80.018,3ZozFqJJlDBNIm4xqxn2ZD,161853
2809,0.682,0.72,-8.176,0.0382,0.321,0.0,0.205,0.649,116.988,6KL88T4Ma4ABXqzgUoEwkd,168260
2810,0.611,0.766,-5.686,0.0634,0.112,7.13e-06,0.195,0.713,150.956,2l3gQ8Zv1KlGqyE6B4ntPC,180353
2811,0.576,0.679,-7.237,0.034,0.0311,0.0,0.323,0.213,121.005,6aDsgHPZsMztSbZernzlF8,187889
2812,0.611,0.61,-6.745,0.0314,0.0186,0.0,0.125,0.242,123.943,2IpeTEPICyB66jjg2hU4Vg,207617
2813,0.761,0.606,-7.742,0.0424,0.157,0.0,0.574,0.646,121.038,37LNNQNbL1YLyutBG6aWRx,159650
2814,0.59,0.583,-6.985,0.0309,0.016,8.49e-05,0.0703,0.234,92.995,4VhR9r9zgzikeruUScgj8A,181358
2815,0.461,0.704,-6.451,0.0377,0.00788,8.88e-06,0.148,0.25,98.539,2ExaKO7GhafvrUHOjWxjgC,228364
2816,0.793,0.627,-5.689,0.0528,0.318,0.0,0.0696,0.544,142.91,73xYQWRzImNfVHhz0x9ETV,173250
2817,0.401,0.503,-8.084,0.0439,0.0158,0.0,0.134,0.236,118.486,2z8S9ARUXOXWT9h0PdF4yP,181408
2818,0.665,0.539,-6.613,0.0699,0.165,0.0,0.0912,0.666,145.828,3fT6xqEkC1jm4mHjOyXbKw,136248
2819,0.437,0.314,-8.007,0.0372,0.81,0.0,0.116,0.13,119.888,7lISY14A9I1w3m7to2kWv1,147801
2820,0.618,0.725,-4.952,0.0479,0.255,0.0,0.424,0.242,88.982,2SLxgJ2YFohfd8KwuJZTUE,144546
2821,0.479,0.762,-7.86,0.0378,0.00711,0.011,0.0965,0.0519,115.956,4zD9RBG51Lj8bnQwolLnyu,267117
2822,0.242,0.354,-8.783,0.0299,0.768,0.0234,0.117,0.183,135.852,0GUncXNah8KoaErnDd7H1L,296424
2823,0.575,0.494,-7.487,0.0297,0.565,0.0,0.156,0.207,120.998,5CJQMw0y824OWaQJSlszY5,185551
2824,0.582,0.589,-6.871,0.0355,0.347,0.0,0.0755,0.495,147.992,5JAQXve1J0iUpslwMI3J7C,199549
2825,0.943,0.604,-7.043,0.0546,0.0835,6e-05,0.12,0.891,131.984,3c4wMHPPLrUQdq0s1CURnv,173027
2826,0.658,0.889,-4.237,0.0455,0.148,0.0,0.0636,0.837,98.063,7bsYIRvIUztsOGVn2iW1ZT,224600
2827,0.702,0.661,-5.534,0.188,0.109,0.0,0.0956,0.648,156.013,3snCUIDipfcnwhyIfeDe8f,201427
2828,0.66,0.711,-4.582,0.0525,0.00817,0.0,0.0926,0.789,87.958,6KQfzEKHbqNcOSEMAPlpkE,187373
2829,0.713,0.676,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,5zFglKYiknIxks8geR8rcL,227395
2830,0.766,0.706,-6.553,0.16,0.223,0.00028,0.064,0.766,142.989,6tHQAadcluhVV4oD2IvHSk,172598
2831,0.759,0.67,-5.309,0.0509,0.0204,0.0,0.0953,0.741,136.027,54WpJSyO81dpA40MKJHd0C,178620
2832,0.675,0.699,-5.894,0.0296,0.00248,0.000604,0.114,0.43,123.042,4lejz024CsCP6S5kPD6Upb,185068
2833,0.753,0.633,-7.263,0.0594,0.14,0.0,0.392,0.714,132.031,03blI4F6MeYd6kJx26VsJ2,149492
2834,0.638,0.504,-8.335,0.0578,0.509,2.18e-05,0.103,0.281,140.204,1G5rzVAFlgMqG4gaRujcaA,168304
2835,0.81,0.642,-5.801,0.0712,0.106,0.0,0.0805,0.596,105.968,6PyFYTEo8X3inQ4hQvA8md,214390
2836,0.378,0.677,-6.998,0.0475,0.079,9.38e-05,0.102,0.481,199.656,7DVassGvnqQRSfVSVPxtpV,187682
2837,0.485,0.567,-6.456,0.0388,0.316,0.0,0.0949,0.157,93.676,2ST72jD2KVe7f3fbcGyX1b,211254
2838,0.727,0.53,-7.296,0.0703,0.159,0.0,0.105,0.43,139.996,5kS3Kw2elRTrodnsyQuhvI,196898
2839,0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,189486
2840,0.807,0.396,-7.415,0.0545,0.855,0.0,0.0805,0.7,91.159,3p4WMekidOIiyf8SFvfrIC,189486
2841,0.717,0.657,-6.355,0.0714,0.129,0.0,0.397,0.589,100.924,6FDKYM0lBf6zqrg8cFokPd,164224
2842,0.749,0.675,-5.128,0.0366,0.0219,0.0,0.17,0.708,123.055,4rEe3htSUbJbO8kJePhHBx,153865
2843,0.715,0.683,-5.702,0.0396,0.306,0.0,0.079,0.605,114.948,4TZMzn111XmDXcg8kOkHZu,202520
2844,0.511,0.404,-8.317,0.0267,0.553,0.0,0.0842,0.24,114.546,1nQYaiTQ2PYcB1MMnuTexO,240773
2845,0.738,0.613,-3.76,0.0318,0.0154,0.0,0.102,0.415,110.026,3fEOgd4l1yNyp6B5rlfjvq,231173
2846,0.782,0.737,-3.339,0.0483,0.152,1.46e-05,0.133,0.938,119.981,4nuufyyd7Dn6DMuG96RYTQ,195525
2847,0.529,0.958,-2.123,0.0773,0.00674,0.0,0.316,0.59,128.974,3KuOAPmWy1sJN4VIVXiPun,169507
2848,0.711,0.737,-6.722,0.0449,0.0243,1.09e-06,0.129,0.921,150.028,1PIEN1VajHbFGWTD6GB6M4,149613
2849,0.677,0.722,-7.088,0.0522,0.0213,0.0,0.207,0.0483,125.091,3r9bgSJlJz2zlevcBRYXko,216120
2850,0.487,0.858,-4.761,0.0652,0.00992,0.0,0.212,0.656,145.103,4mEN7NDkVK1gGrBRVUn9rb,184627
2851,0.303,0.98,-2.557,0.146,4.29e-05,9.51e-06,0.473,0.308,193.455,0Orpf6gjHFDkrntyjLR4SF,263922
2852,0.608,0.952,-4.318,0.0859,0.00267,0.0,0.225,0.849,159.938,3qYVWxnKN51r0mbQPuAp1v,189467
2853,0.648,0.886,-3.756,0.0343,0.00274,0.0,0.147,0.703,124.002,3tDZCFTQVPYoPrZsR1uCYg,198760
2854,0.418,0.862,-3.239,0.0451,0.000261,0.0,0.129,0.258,94.476,4v1DBjXexqj9YCvGKOWEY1,289870
2855,0.579,0.877,-3.554,0.0624,0.164,0.0,0.138,0.826,90.012,4vT7ddkgH7lSHx4xUP3CqO,177973
2856,0.672,0.875,-3.728,0.0378,0.0136,0.0,0.279,0.676,118.014,2toY6JyyfKy9TwNk3Ou2XG,232320
2857,0.606,0.568,-5.294,0.0421,0.629,0.00418,0.116,0.427,77.067,3gGKOVwsAVvwt9BcH3k18J,516533
2858,0.434,0.889,-5.684,0.0509,0.395,0.0,0.273,0.845,113.326,34chhNX59Wo9HMFCsI3K8Y,153338
2859,0.626,0.134,-14.898,0.0298,0.467,0.0,0.113,0.239,91.893,1gVgkQFOKa8Wc1HYsJtPdH,334107
2860,0.601,0.703,-6.24,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2cX2coZS1PYBfPs8wgbdWE,196213
2861,0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,203000
2862,0.545,0.968,-3.553,0.0853,0.0387,0.00325,0.331,0.527,169.965,2AYEOC02WLhUiOoaig2SEH,209386
2863,0.377,0.681,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,1QEEqeFIZktqIpPI4jSVSF,285133
2864,0.753,0.706,-3.981,0.0566,0.0481,7.54e-06,0.439,0.907,115.988,49zJunh4RNUrHY5IGZCDRo,237155
2865,0.631,0.825,-3.971,0.0433,0.0167,0.0,0.122,0.427,129.942,2JiHR4gCDjXwYVRDmwdk95,195760
2866,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,50nfwKoDiSYg8zOCREWAm5,207853
2867,0.587,0.267,-9.206,0.0349,0.84,0.0,0.121,0.352,98.845,5QYnNhTKsN3kE7OaqILA1U,185853
2868,0.807,0.893,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3rmo8F54jFF8OgYsqTxm5d,230747
2869,0.52,0.849,-3.794,0.186,0.00253,0.0,0.119,0.774,175.908,4btFHqumCO31GksfuBLLv3,236907
2870,0.567,0.211,-9.975,0.0315,0.952,5.24e-05,0.275,0.289,134.019,3NuLxTXowTRcguTh9RsPmM,185587
2871,0.578,0.558,-5.438,0.0872,0.236,0.0,0.143,0.54,75.087,0YbI9lWxUBsCJLb6EBydkr,223867
2872,0.672,0.73,-4.77,0.0372,0.113,0.0,0.0612,0.559,123.969,5sv0WnUs74Orn6GoPmC5im,210213
2873,0.763,0.661,-5.592,0.056,0.169,0.0,0.117,0.632,95.002,2SUxn2O9NHL6GHGQFgwCY0,153627
2874,0.686,0.765,-4.778,0.118,0.0122,0.0,0.127,0.743,99.998,0VuDtcT7H4CAljLZEH021x,203493
2875,0.485,0.54,-5.4,0.0253,0.668,0.0,0.0849,0.426,62.631,1i4F583d9v9RabcfOlKKVL,190933
2876,0.471,0.396,-6.654,0.0336,0.77,0.0,0.0729,0.263,149.609,0rt63HYAAIzUZo5O2D0uA6,215507
2877,0.822,0.3,-8.034,0.0673,0.882,9.15e-05,0.0665,0.734,125.951,2Ldb2ytuC9AxhpAkVEJBI6,259333
2878,0.501,0.684,-6.706,0.0566,0.00494,0.000478,0.0524,0.442,131.952,3BiiSLo0wyHAY7lpCEO6ge,211080
2879,0.518,0.523,-11.672,0.0605,0.28,9.58e-05,0.211,0.695,73.256,6BjFI5EoskHoXWTVFbcK25,185228
2880,0.794,0.653,-7.839,0.104,0.0489,4.88e-05,0.1,0.397,117.996,3BtuIIrQlkujKPuWF2B85z,263373
2881,0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,298941
2882,0.669,0.819,-4.716,0.0363,0.11,0.0,0.212,0.762,105.055,6qXBZGMoNHTVIebQDECoY9,178901
2883,0.669,0.878,-4.655,0.0551,0.00322,1.16e-05,0.201,0.635,109.487,09xBe3VBfXyMW8HnqTRAOC,158092
2884,0.588,0.706,-7.408,0.0332,0.465,0.00701,0.111,0.345,106.025,6nykqm8MHjOYW7EPiH2pvF,110889
2885,0.725,0.723,-5.935,0.0695,0.0276,0.0,0.0845,0.319,115.002,0FbsFDHJpMlLQu3G8hGINW,180234
2886,0.617,0.857,-3.996,0.0323,0.165,0.0,0.22,0.834,130.025,77LRMJWWUt85fNPHiospQU,196504
2887,0.56,0.684,-5.139,0.0369,0.0554,0.0,0.104,0.399,152.02,2BFT7QXhMK74MhG8HI4fTp,177102
2888,0.47,0.97,-2.903,0.119,0.0483,0.0,0.143,0.492,93.911,2KG2YRCeF0aIuTErlZkF2j,185146
2889,0.668,0.831,-4.795,0.0557,0.0434,1.09e-05,0.632,0.746,116.995,065QVuYqbXzqPCSsc21AYZ,232023
2890,0.632,0.618,-6.069,0.028,0.384,1.21e-05,0.131,0.192,113.994,55OntOkmBCBn7PthV4WY3l,252633
2891,0.478,0.948,-4.187,0.0846,0.0501,0.0009,0.116,0.338,155.035,2oLdKt36bI9x18FLDYPvbx,274100
2892,0.606,0.907,-4.067,0.0675,0.0367,1.83e-06,0.364,0.69,115.048,47ojH5LeQhl1ZltSAHBEFF,192826
2893,0.568,0.983,-2.674,0.12,0.00454,3.36e-06,0.371,0.672,102.949,4Kc1BGRuyicJaqIXi3Rysi,190309
2894,0.58,0.532,-10.692,0.0408,0.838,0.954,0.128,0.645,167.955,5Eg5y5xkEAtPl27MNU5IPO,33910
2895,0.452,0.945,-4.515,0.103,0.0373,4e-05,0.22,0.504,167.95,6QZ8h3RqIgTRTo3hfaqryx,203058
2896,0.476,0.961,-3.043,0.162,0.0712,0.0,0.219,0.88,185.995,6tkDUCTp0PmHH9BRNCYaJJ,187243
2897,0.596,0.968,-3.33,0.132,0.000502,0.000273,0.394,0.708,120.048,5lnf0VdI2D7U5lHPpLoueq,181952
2898,0.556,0.861,-7.578,0.0484,9.15e-05,0.483,0.345,0.287,105.165,19HZgRqBPvsvNtd7XmQlLY,72651
